type,token_or_ngram,frequency,phrase_count,as_head_count,as_modifier_count
bigram,české budějovice,111,111,0,0
bigram,là gì,110,110,0,0
bigram,filmy a,89,89,0,0
bigram,a pořady,89,89,0,0
bigram,to je,83,83,0,0
bigram,co to,79,79,0,0
bigram,nghĩa là,68,68,0,0
bigram,pro děti,67,67,0,0
bigram,andělská čísla,58,58,0,0
bigram,týden těhotenství,54,54,0,0
bigram,počet obyvatel,53,53,0,0
bigram,av čr,50,50,0,0
bigram,barada maglumat,48,48,0,0
bigram,nghĩa gì,48,48,0,0
bigram,volná místa,46,46,0,0
bigram,ě je,44,44,0,0
bigram,na 4,44,44,0,0
bigram,in english,41,41,0,0
bigram,slovní druh,38,38,0,0
bigram,slevový kod,37,37,0,0
bigram,pro kočky,35,35,0,0
bigram,nový jičín,34,34,0,0
bigram,u dětí,31,31,0,0
bigram,v čr,30,30,0,0
bigram,in chinese,30,30,0,0
bigram,jindřichův hradec,30,30,0,0
bigram,po anglicky,30,30,0,0
bigram,studijní oddělení,30,30,0,0
bigram,nad labem,29,29,0,0
bigram,nad sázavou,28,28,0,0
bigram,advokátní kancelář,28,28,0,0
bigram,základní škola,28,28,0,0
bigram,z příjmů,28,28,0,0
bigram,na dřevo,27,27,0,0
bigram,pracovní list,26,26,0,0
bigram,palců na,26,26,0,0
bigram,na cm,26,26,0,0
bigram,je to,26,26,0,0
bigram,co vidět,25,25,0,0
bigram,zákona o,25,25,0,0
bigram,ď ť,24,24,0,0
bigram,to czk,24,24,0,0
bigram,vrácení zboží,24,24,0,0
bigram,na vlasy,24,24,0,0
bigram,uherské hradiště,24,24,0,0
bigram,nežádoucí účinky,24,24,0,0
bigram,v těhotenství,24,24,0,0
bigram,ú ů,23,23,0,0
bigram,slevový kód,23,23,0,0
bigram,a radeček,22,21,0,0
bigram,có ý,22,22,0,0
bigram,fotbalová liga,22,22,0,0
bigram,áž áÿ,21,10,0,0
bigram,áž áž,21,10,0,0
bigram,jízdní řády,21,21,0,0
bigram,hlavní město,21,21,0,0
bigram,kč to,21,21,0,0
bigram,v troubě,21,21,0,0
bigram,hradec králové,21,21,0,0
bigram,česká republika,20,20,0,0
bigram,v akci,20,20,0,0
bigram,dálniční známka,20,20,0,0
bigram,ť ň,20,20,0,0
bigram,to eur,20,20,0,0
bigram,příbalový leták,20,20,0,0
bigram,jízdní řád,20,20,0,0
bigram,liga tabulka,20,20,0,0
bigram,úřad práce,19,19,0,0
bigram,česká lípa,19,19,0,0
bigram,ke stažení,19,19,0,0
bigram,na 3,19,19,0,0
bigram,na 5,19,19,0,0
bigram,význam slova,18,18,0,0
bigram,jaký je,18,18,0,0
bigram,vysoké mýto,18,18,0,0
bigram,o daních,18,18,0,0
bigram,daních z,18,18,0,0
bigram,žďár nad,17,17,0,0
bigram,valašské meziříčí,17,17,0,0
bigram,meaning in,17,17,0,0
bigram,kalendář 2026,17,17,0,0
bigram,do auta,17,17,0,0
bigram,žádost o,17,17,0,0
bigram,v křížovce,17,17,0,0
bigram,pro ženy,17,17,0,0
bigram,česká fotbalová,17,17,0,0
bigram,o5 a,16,15,0,0
bigram,áÿ áž,16,7,0,0
bigram,karlovy vary,16,16,0,0
bigram,eur to,16,16,0,0
bigram,praha 8,16,16,0,0
bigram,š š,16,9,0,0
bigram,zastarale křížovka,16,16,0,0
bigram,čls jep,16,16,0,0
bigram,frýdek místek,16,16,0,0
bigram,slova s,16,16,0,0
bigram,letov š,16,16,0,0
bigram,čt sport,15,15,0,0
bigram,čínský horoskop,15,15,0,0
bigram,uherský brod,15,15,0,0
bigram,přání k,15,15,0,0
bigram,po česky,15,15,0,0
bigram,otevírací doba,15,15,0,0
bigram,pro muže,15,15,0,0
bigram,havlíčkův brod,15,15,0,0
bigram,bao nhiêu,15,15,0,0
bigram,izbový byt,15,15,0,0
bigram,ň na,14,14,0,0
bigram,s kuřecím,14,14,0,0
bigram,kuřecím masem,14,14,0,0
bigram,kancelář s.r.o,14,14,0,0
bigram,k narozeninám,14,14,0,0
bigram,spol. s,14,14,0,0
bigram,pě vě,14,14,0,0
bigram,čem je,14,14,0,0
bigram,pro slepice,14,14,0,0
bigram,ý kiến,14,14,0,0
bigram,měsíční miminko,14,14,0,0
bigram,č 1,13,13,0,0
bigram,na klavesnici,13,13,0,0
bigram,vs čr,13,13,0,0
bigram,na auto,13,13,0,0
bigram,fasonlar 2025,13,13,0,0
bigram,hrubého na,13,13,0,0
bigram,na čisté,13,13,0,0
bigram,nový bor,13,13,0,0
bigram,s r.o,13,13,0,0
bigram,u psa,13,13,0,0
bigram,ústí nad,13,13,0,0
bigram,občanského zákoníku,13,13,0,0
bigram,mladá boleslav,13,13,0,0
bigram,trestního řádu,13,13,0,0
bigram,hokejová liga,13,13,0,0
bigram,na klávesnici,12,12,0,0
bigram,nahlížení do,12,12,0,0
bigram,předpověď počasí,12,12,0,0
bigram,new york,12,12,0,0
bigram,i ťing,12,12,0,0
bigram,na plech,12,12,0,0
bigram,na prodej,12,12,0,0
bigram,do kuchyně,12,12,0,0
bigram,telefonní číslo,12,12,0,0
bigram,lékařská fakulta,12,12,0,0
bigram,stupňů fahrenheita,12,12,0,0
bigram,platová třída,12,12,0,0
bigram,n í,12,12,0,0
bigram,na zeď,12,12,0,0
bigram,vě mě,12,12,0,0
bigram,stranger things,12,12,0,0
bigram,v čem,12,12,0,0
bigram,otevřených dveří,12,12,0,0
bigram,dani z,12,12,0,0
bigram,vedlejší účinky,12,12,0,0
bigram,ý yên,12,12,0,0
bigram,čtvrtletní písemná,12,12,0,0
bigram,písemná práce,12,12,0,0
bigram,práce z,12,12,0,0
bigram,honzy dědka,11,11,0,0
bigram,cestovní pojištění,11,11,0,0
bigram,pro psa,11,11,0,0
bigram,praha 4,11,11,0,0
bigram,z listového,11,11,0,0
bigram,listového těsta,11,11,0,0
bigram,v roce,11,11,0,0
bigram,celá země,11,11,0,0
bigram,ošatka na,11,11,0,0
bigram,nové město,11,11,0,0
bigram,na chleba,11,11,0,0
bigram,omáčka recept,11,11,0,0
bigram,s kým,11,11,0,0
bigram,na konci,11,11,0,0
bigram,výpis z,11,11,0,0
bigram,nghĩa của,11,11,0,0
bigram,z čeho,11,11,0,0
bigram,roční zúčtování,11,11,0,0
bigram,ž š,11,11,0,0
bigram,š č,11,11,0,0
bigram,7 pádů,11,11,0,0
bigram,9 křížů,11,11,0,0
bigram,daňové přiznání,11,11,0,0
bigram,ě a,11,11,0,0
bigram,vyznam slova,11,11,0,0
bigram,bě pě,11,11,0,0
bigram,na tři,11,11,0,0
bigram,s mákem,11,11,0,0
bigram,na vodu,11,11,0,0
bigram,dvůr králové,11,11,0,0
bigram,český těšín,11,11,0,0
bigram,tyčový vysavač,11,11,0,0
bigram,pod radhoštěm,11,11,0,0
bigram,se do,11,11,0,0
bigram,v divočině,11,11,0,0
bigram,9 května,11,11,0,0
bigram,6 zš,11,11,0,0
bigram,na zimních,10,10,0,0
bigram,zimních olympijských,10,10,0,0
bigram,olympijských hrách,10,10,0,0
bigram,řapíkatý celer,10,10,0,0
bigram,kas tai,10,10,0,0
bigram,pádů honzy,10,10,0,0
bigram,nový rok,10,10,0,0
bigram,harry potter,10,10,0,0
bigram,velké meziříčí,10,10,0,0
bigram,černý most,10,10,0,0
bigram,mč praha,10,10,0,0
bigram,do vlasů,10,10,0,0
bigram,mňága a,10,10,0,0
bigram,a žďorp,10,10,0,0
bigram,praha 10,10,10,0,0
bigram,český krumlov,10,10,0,0
bigram,peče celá,10,10,0,0
bigram,řidičský průkaz,10,10,0,0
bigram,řadící páka,10,10,0,0
bigram,na prádlo,10,10,0,0
bigram,ý dĩ,10,10,0,0
bigram,čeho se,10,10,0,0
bigram,2 žnl,10,10,0,0
bigram,příspěvek na,10,10,0,0
bigram,sparta praha,10,10,0,0
bigram,občanský zákoník,10,10,0,0
bigram,ac sparta,10,10,0,0
bigram,ďábel a,10,10,0,0
bigram,a je,10,10,0,0
bigram,na 6,10,10,0,0
bigram,barva na,10,10,0,0
bigram,inkubační doba,10,10,0,0
bigram,8 ďáblice,10,10,0,0
bigram,den otevřených,10,10,0,0
bigram,o čem,10,10,0,0
bigram,držák na,10,10,0,0
bigram,how to,10,10,0,0
bigram,moravská třebová,10,10,0,0
bigram,na zahradu,10,10,0,0
bigram,góp ý,10,10,0,0
bigram,hnšk moslavina,10,10,0,0
bigram,co je,10,10,0,0
bigram,na obličej,10,10,0,0
bigram,k čemu,10,10,0,0
bigram,knižně křížovka,10,10,0,0
bigram,ohmův zákon,10,10,0,0
bigram,s š,10,10,0,0
bigram,ác ý,10,10,0,0
bigram,world cup,10,10,0,0
bigram,1 mš,10,10,0,0
bigram,2 mš,10,10,0,0
bigram,2 zš,10,10,0,0
bigram,40 žen,10,10,0,0
bigram,8 května,10,10,0,0
bigram,8 zš,10,10,0,0
bigram,ě ně,9,9,0,0
bigram,ňun café,9,9,0,0
bigram,koncerty 2026,9,9,0,0
bigram,spořící účet,9,9,0,0
bigram,ý ý,9,9,0,0
bigram,do katastru,9,9,0,0
bigram,č 5,9,9,0,0
bigram,a hele,9,9,0,0
bigram,na smetaně,9,9,0,0
bigram,to usd,9,9,0,0
bigram,a lidech,9,9,0,0
bigram,mk lůžkoviny,9,9,0,0
bigram,praha 6,9,9,0,0
bigram,mě mně,9,9,0,0
bigram,nn životní,9,9,0,0
bigram,praha 5,9,9,0,0
bigram,mlýnek na,9,9,0,0
bigram,ogří doupě,9,9,0,0
bigram,odznak vysočina,9,9,0,0
bigram,na kolo,9,9,0,0
bigram,řvi potichu,9,9,0,0
bigram,potichu brácho,9,9,0,0
bigram,sběrný dvůr,9,9,0,0
bigram,nad orlicí,9,9,0,0
bigram,šicí stroj,9,9,0,0
bigram,s čárkou,9,9,0,0
bigram,ýsa í,9,9,0,0
bigram,ý chí,9,9,0,0
bigram,octavia 2,9,9,0,0
bigram,red vožnje,9,9,0,0
bigram,9 týden,9,9,0,0
bigram,a syn,9,9,0,0
bigram,a ý,9,9,0,0
bigram,ý là,9,9,0,0
bigram,v moči,9,9,0,0
bigram,na jazyku,9,9,0,0
bigram,dá se,9,9,0,0
bigram,počet stran,9,9,0,0
bigram,kde koupit,9,9,0,0
bigram,obecní úřad,9,9,0,0
bigram,na světě,9,9,0,0
bigram,pracovního poměru,9,9,0,0
bigram,š ž,9,9,0,0
bigram,novo mesto,9,9,0,0
bigram,2012 sb,9,9,0,0
bigram,z příjmu,9,9,0,0
bigram,anglicky křížovka,9,9,0,0
bigram,dě tě,9,9,0,0
bigram,tě ně,9,9,0,0
bigram,škoda plzeň,9,9,0,0
bigram,rožnov pod,9,9,0,0
bigram,zrinjski mostar,9,9,0,0
bigram,y ý,9,9,0,0
bigram,v těle,9,9,0,0
bigram,ký hiệu,9,9,0,0
bigram,narozeninám pro,9,9,0,0
bigram,oc řepy,9,9,0,0
bigram,mz čr,9,9,0,0
bigram,může pes,9,9,0,0
bigram,otřes mozku,9,9,0,0
bigram,pjér la,9,9,0,0
bigram,prci prci,9,9,0,0
bigram,prci prcičky,9,9,0,0
bigram,p ř,9,9,0,0
bigram,á n,9,9,0,0
bigram,škf sereď,9,9,0,0
bigram,u švejka,9,9,0,0
bigram,štrbské pleso,9,9,0,0
bigram,šú sr,9,9,0,0
bigram,ý xuân,9,9,0,0
bigram,4 ý,9,9,0,0
bigram,1 lékařská,9,9,0,0
bigram,s čipem,9,9,0,0
bigram,zš plzeň,9,9,0,0
bigram,října znamení,9,9,0,0
bigram,měsíc těhotenství,9,9,0,0
bigram,žilový kabel,9,9,0,0
bigram,7 zš,9,9,0,0
bigram,8 března,9,9,0,0
bigram,aťka janoušková,8,8,0,0
bigram,čz 250,8,8,0,0
bigram,na čaj,8,8,0,0
bigram,som sa,8,8,0,0
bigram,sa neoženil,8,8,0,0
bigram,jů a,8,8,0,0
bigram,pro dospělé,8,8,0,0
bigram,středočeského kraje,8,8,0,0
bigram,iž 18,8,8,0,0
bigram,iýki dogdun,8,8,0,0
bigram,na koně,8,8,0,0
bigram,místo zločinu,8,8,0,0
bigram,nůžky na,8,8,0,0
bigram,na maso,8,8,0,0
bigram,dálniční známky,8,8,0,0
bigram,ť na,8,8,0,0
bigram,online cz,8,8,0,0
bigram,kým žije,8,8,0,0
bigram,úmč praha,8,8,0,0
bigram,na mobil,8,8,0,0
bigram,banja luka,8,8,0,0
bigram,diář 2026,8,8,0,0
bigram,tchýnin jazyk,8,8,0,0
bigram,česká třebová,8,8,0,0
bigram,v hlavě,8,8,0,0
bigram,ýunus amanow,8,8,0,0
bigram,zvíře na,8,8,0,0
bigram,zúčtování daně,8,8,0,0
bigram,crvena zvezda,8,8,0,0
bigram,občanský průkaz,8,8,0,0
bigram,č ř,8,8,0,0
bigram,u dospělých,8,8,0,0
bigram,na 2,8,8,0,0
bigram,se mi,8,8,0,0
bigram,středočeský kraj,8,8,0,0
bigram,na moravě,8,8,0,0
bigram,řidičák cena,8,8,0,0
bigram,spol s,8,8,0,0
bigram,s ro,8,8,0,0
bigram,báťkovy sirupy,8,8,0,0
bigram,nad hronom,8,8,0,0
bigram,čt živě,8,8,0,0
bigram,čágo belo,8,8,0,0
bigram,přehled osvč,8,8,0,0
bigram,dieta č,8,8,0,0
bigram,č ú,8,8,0,0
bigram,zákon č,8,8,0,0
bigram,1997 sb,8,8,0,0
bigram,veřejné bruslení,8,8,0,0
bigram,hc škoda,8,8,0,0
bigram,se zelím,8,8,0,0
bigram,na cvičení,8,8,0,0
bigram,hšk zrinjski,8,8,0,0
bigram,mistrovství světa,8,8,0,0
bigram,jáňův dvůr,8,8,0,0
bigram,laďka něrgešová,8,8,0,0
bigram,krém na,8,8,0,0
bigram,do důchodu,8,8,0,0
bigram,í k,8,8,0,0
bigram,nghĩa bài,8,8,0,0
bigram,očhéthi šakówiŋ,8,8,0,0
bigram,3 řada,8,8,0,0
bigram,živý plot,8,8,0,0
bigram,nůzky na,8,8,0,0
bigram,banská bystrica,8,8,0,0
bigram,pějme píseň,8,8,0,0
bigram,ř i,8,8,0,0
bigram,ufňukaná uršula,8,8,0,0
bigram,s čím,8,8,0,0
bigram,s ďáblem,8,8,0,0
bigram,úřád práce,8,8,0,0
bigram,veď mě,8,8,0,0
bigram,v ý,8,8,0,0
bigram,ý tưởng,8,8,0,0
bigram,zešílet v,8,8,0,0
bigram,zš 6,8,8,0,0
bigram,4 zš,8,8,0,0
bigram,řada superstar,8,8,0,0
bigram,španělská liga,8,8,0,0
bigram,1 ý,8,8,0,0
bigram,2 měsíční,8,8,0,0
bigram,2 ý,8,8,0,0
bigram,3 čtvrtletní,8,8,0,0
bigram,4 základní,8,8,0,0
bigram,4 řada,8,8,0,0
bigram,5 zš,8,8,0,0
bigram,af škoda,8,8,0,0
bigram,ďábel nosí,7,7,0,0
bigram,nosí pradu,7,7,0,0
bigram,ťan šan,7,7,0,0
bigram,čwachták fest,7,7,0,0
bigram,katastru nemovitostí,7,7,0,0
bigram,původ slova,7,7,0,0
bigram,sport plus,7,7,0,0
bigram,č 2,7,7,0,0
bigram,adventní kalendář,7,7,0,0
bigram,do koupelny,7,7,0,0
bigram,když se,7,7,0,0
bigram,lžíce na,7,7,0,0
bigram,praha 2,7,7,0,0
bigram,mďď le,7,7,0,0
bigram,le fameux,7,7,0,0
bigram,mžitky před,7,7,0,0
bigram,s tvarohem,7,7,0,0
bigram,životní pojištění,7,7,0,0
bigram,salát recept,7,7,0,0
bigram,výdejní místa,7,7,0,0
bigram,péče o,7,7,0,0
bigram,rázový utahovák,7,7,0,0
bigram,řbitov zvířátek,7,7,0,0
bigram,pre nevestu,7,7,0,0
bigram,ůřad práce,7,7,0,0
bigram,výměna manželek,7,7,0,0
bigram,se mnou,7,7,0,0
bigram,ý em,7,7,0,0
bigram,ýylyň şygary,7,7,0,0
bigram,ýupka kofta,7,7,0,0
bigram,žehlička na,7,7,0,0
bigram,žú praha,7,7,0,0
bigram,náhradní díly,7,7,0,0
bigram,ž á,7,7,0,0
bigram,451 stupňů,7,7,0,0
bigram,mechanizovaný prapor,7,7,0,0
bigram,4 tenoři,7,7,0,0
bigram,na bydlení,7,7,0,0
bigram,afgánský chrt,7,7,0,0
bigram,aujeszkyho choroba,7,7,0,0
bigram,hava durumu,7,7,0,0
bigram,ayše pružinec,7,7,0,0
bigram,se vyléčit,7,7,0,0
bigram,daně z,7,7,0,0
bigram,na nože,7,7,0,0
bigram,b ý,7,7,0,0
bigram,žloutenka b,7,7,0,0
bigram,bystřice nad,7,7,0,0
bigram,nad pernštejnem,7,7,0,0
bigram,čeňkova pila,7,7,0,0
bigram,zkratka země,7,7,0,0
bigram,s uzeným,7,7,0,0
bigram,lyžařská bunda,7,7,0,0
bigram,jang c,7,7,0,0
bigram,c ý,7,7,0,0
bigram,như ý,7,7,0,0
bigram,ča ča,7,5,0,0
bigram,kutná hora,7,7,0,0
bigram,čí je,7,7,0,0
bigram,s rýží,7,7,0,0
bigram,u prahy,7,7,0,0
bigram,pro psy,7,7,0,0
bigram,oprav dům,7,7,0,0
bigram,dům po,7,7,0,0
bigram,po babičce,7,7,0,0
bigram,č 48,7,7,0,0
bigram,č o,7,7,0,0
bigram,č účtu,7,7,0,0
bigram,č 89,7,7,0,0
bigram,89 2012,7,7,0,0
bigram,s.r.o. -,7,7,0,0
bigram,dršťková polévka,7,7,0,0
bigram,diňe sen,7,3,0,0
bigram,odštěpný závod,7,7,0,0
bigram,rychnov nad,7,7,0,0
bigram,nad kněžnou,7,7,0,0
bigram,d ý,7,7,0,0
bigram,in czech,7,7,0,0
bigram,e jídelníček,7,7,0,0
bigram,si já,7,7,0,0
bigram,novi sad,7,7,0,0
bigram,7zónová taštičková,7,7,0,0
bigram,taštičková matrace,7,7,0,0
bigram,vozni red,7,7,0,0
bigram,ič dph,7,7,0,0
bigram,na dítě,7,7,0,0
bigram,en iýi,7,7,0,0
bigram,en iý,7,7,0,0
bigram,ň in,7,7,0,0
bigram,jpš šume,7,7,0,0
bigram,máří magdaléna,7,7,0,0
bigram,káď na,7,7,0,0
bigram,čemu je,7,7,0,0
bigram,u ňaňa,7,7,0,0
bigram,ze závislé,7,7,0,0
bigram,závislé činnosti,7,7,0,0
bigram,lážo plážo,7,7,0,0
bigram,odchod do,7,7,0,0
bigram,něvská maškaráda,7,7,0,0
bigram,ở ý,7,7,0,0
bigram,pč hokejā,7,7,0,0
bigram,la šé'z,7,7,0,0
bigram,ťatliakova chata,7,7,0,0
bigram,k dani,7,7,0,0
bigram,ff uk,7,7,0,0
bigram,púť do,7,7,0,0
bigram,i z,7,7,0,0
bigram,z n,7,7,0,0
bigram,n á,7,7,0,0
bigram,s ý,7,7,0,0
bigram,žena v,7,7,0,0
bigram,sága rodu,7,7,0,0
bigram,sáňkařská dráha,7,7,0,0
bigram,unška koliševka,7,7,0,0
bigram,š autoservis,7,7,0,0
bigram,š p,7,7,0,0
bigram,p á,7,7,0,0
bigram,mě dál,7,7,0,0
bigram,v původním,7,7,0,0
bigram,wičháȟpi wóyute,7,7,0,0
bigram,ýuwaş gelin,7,7,0,0
bigram,zažehlovací korálky,7,7,0,0
bigram,z matematiky,7,7,0,0
bigram,ž in,7,7,0,0
bigram,4 pád,7,7,0,0
bigram,pád němčina,7,7,0,0
bigram,1 česká,7,7,0,0
bigram,česká liga,7,7,0,0
bigram,zš most,7,7,0,0
bigram,to měsíc,7,7,0,0
bigram,2 základní,7,7,0,0
bigram,z českého,7,7,0,0
bigram,českého jazyka,7,7,0,0
bigram,zš kladno,7,7,0,0
bigram,průměrné mzdy,7,7,0,0
bigram,autobus jízdní,7,7,0,0
bigram,billeder af,7,7,0,0
bigram,ah što,7,7,0,0
bigram,leoš mareš,6,6,0,0
bigram,ťuk ťuk,6,6,0,0
bigram,báječná léta,6,6,0,0
bigram,pod psa,6,6,0,0
bigram,čapí hnízdo,6,6,0,0
bigram,divů světa,6,6,0,0
bigram,8 hrozných,6,6,0,0
bigram,čistá mzda,6,6,0,0
bigram,aňa geislerová,6,6,0,0
bigram,aň bistro,6,6,0,0
bigram,střední škola,6,6,0,0
bigram,ať žijí,6,6,0,0
bigram,až na,6,6,0,0
bigram,kuchařka pro,6,6,0,0
bigram,polévka recept,6,6,0,0
bigram,na klíč,6,6,0,0
bigram,ďc vs,6,6,0,0
bigram,s háčkem,6,6,0,0
bigram,eňo ňuňo,6,6,0,0
bigram,fx šaldy,6,6,0,0
bigram,měření rychlosti,6,6,0,0
bigram,gř hzs,6,6,0,0
bigram,na lyže,6,6,0,0
bigram,kč na,6,6,0,0
bigram,na běžky,6,6,0,0
bigram,o myších,6,6,0,0
bigram,myších a,6,6,0,0
bigram,program dnes,6,6,0,0
bigram,před očima,6,6,0,0
bigram,někdo to,6,6,0,0
bigram,něco za,6,6,0,0
bigram,koláč s,6,6,0,0
bigram,mšk žilina,6,6,0,0
bigram,velká bíteš,6,6,0,0
bigram,jak se,6,6,0,0
bigram,zdravotní pojišťovna,6,6,0,0
bigram,už je,6,6,0,0
bigram,sérum na,6,6,0,0
bigram,do myčky,6,6,0,0
bigram,čerty nejsou,6,6,0,0
bigram,nejsou žerty,6,6,0,0
bigram,rytíř sedmi,6,6,0,0
bigram,sedmi království,6,6,0,0
bigram,vozidla z,6,6,0,0
bigram,úložný box,6,6,0,0
bigram,úmluva o,6,6,0,0
bigram,z červené,6,6,0,0
bigram,šťouchané brambory,6,6,0,0
bigram,vůně do,6,6,0,0
bigram,do sušičky,6,6,0,0
bigram,špindlerův mlýn,6,6,0,0
bigram,š 706,6,6,0,0
bigram,v zajetí,6,6,0,0
bigram,zajetí démonů,6,6,0,0
bigram,stříbra cena,6,6,0,0
bigram,g 2,6,6,0,0
bigram,á ensku,6,6,0,0
bigram,změna času,6,6,0,0
bigram,kofta fasonlar,6,6,0,0
bigram,se počítá,6,6,0,0
bigram,v nezaměstnanosti,6,6,0,0
bigram,o roční,6,6,0,0
bigram,o s,6,6,0,0
bigram,daňového zvýhodnění,6,6,0,0
bigram,světová válka,6,6,0,0
bigram,abšmalcane mahune,6,6,0,0
bigram,a bůh,6,6,0,0
bigram,v praze,6,6,0,0
bigram,je dnes,6,6,0,0
bigram,auředník ložiska,6,6,0,0
bigram,ú a,6,6,0,0
bigram,a ů,6,6,0,0
bigram,pružinec eren,6,6,0,0
bigram,hlavní nádraží,6,6,0,0
bigram,áš áˆ,6,5,0,0
bigram,pro ženu,6,6,0,0
bigram,á š,6,6,0,0
bigram,fyzických osob,6,6,0,0
bigram,brýle na,6,6,0,0
bigram,búšenie srdca,6,6,0,0
bigram,na hubnutí,6,6,0,0
bigram,počet obyvateľov,6,6,0,0
bigram,belo šílenci,6,6,0,0
bigram,č 50,6,6,0,0
bigram,fest 2026,6,6,0,0
bigram,na ryby,6,6,0,0
bigram,mezinárodní den,6,6,0,0
bigram,číslo účtu,6,6,0,0
bigram,online zdarma,6,6,0,0
bigram,dnš prevalje,6,6,0,0
bigram,čože je,6,6,0,0
bigram,v pákistánu,6,6,0,0
bigram,do kdy,6,6,0,0
bigram,č budějovice,6,6,0,0
bigram,č 4,6,6,0,0
bigram,o que,6,6,0,0
bigram,to pronounce,6,6,0,0
bigram,que significa,6,6,0,0
bigram,č 6,6,6,0,0
bigram,sb o,6,6,0,0
bigram,daň z,6,6,0,0
bigram,dařbuján a,6,6,0,0
bigram,a pandrhola,6,6,0,0
bigram,polévka z,6,6,0,0
bigram,v oku,6,6,0,0
bigram,dr max,6,6,0,0
bigram,emg vyšetření,6,6,0,0
bigram,murska sobota,6,6,0,0
bigram,na kávu,6,6,0,0
bigram,granule pro,6,6,0,0
bigram,na čtyři,6,6,0,0
bigram,ešrefov san,6,6,0,0
bigram,já pohár,6,6,0,0
bigram,pohár vína,6,6,0,0
bigram,ešče si,6,6,0,0
bigram,velký osek,6,6,0,0
bigram,u koček,6,6,0,0
bigram,wordwall ě,6,6,0,0
bigram,feťačka katka,6,6,0,0
bigram,ne demek,6,6,0,0
bigram,hiến pháp,6,6,0,0
bigram,úvod do,6,6,0,0
bigram,nad bečvou,6,6,0,0
bigram,nova gorica,6,6,0,0
bigram,nghĩa tên,6,6,0,0
bigram,slovan bratislava,6,6,0,0
bigram,mariánské lázně,6,6,0,0
bigram,hučení v,6,6,0,0
bigram,řecké abecedy,6,6,0,0
bigram,p věty,6,6,0,0
bigram,h řeznictví,6,6,0,0
bigram,iňlis dili,6,6,0,0
bigram,izžrebane številke,6,6,0,0
bigram,železniční koridor,6,6,0,0
bigram,ječné zrno,6,6,0,0
bigram,ňu ňu,6,3,0,0
bigram,ltž pokrov,6,6,0,0
bigram,kože na,6,6,0,0
bigram,káže vodu,6,6,0,0
bigram,kdu čsl,6,6,0,0
bigram,keýmir kör,6,6,0,0
bigram,na dort,6,6,0,0
bigram,bài hát,6,6,0,0
bigram,praha 9,6,6,0,0
bigram,české republiky,6,6,0,0
bigram,léky na,6,6,0,0
bigram,lhk jestřábi,6,6,0,0
bigram,měrná tepelná,6,6,0,0
bigram,tepelná kapacita,6,6,0,0
bigram,oc šestka,6,6,0,0
bigram,pro lidi,6,6,0,0
bigram,odťahová služba,6,6,0,0
bigram,ořp praha,6,6,0,0
bigram,múže pes,6,6,0,0
bigram,đà lạt,6,5,0,0
bigram,niťový lifting,6,6,0,0
bigram,na obočí,6,6,0,0
bigram,ottův slovník,6,6,0,0
bigram,zákon o,6,6,0,0
bigram,ženy ženy,6,6,0,0
bigram,o 12,6,6,0,0
bigram,páté dveře,6,6,0,0
bigram,žiar nad,6,6,0,0
bigram,jazyků lásky,6,6,0,0
bigram,učlanjenje u,6,6,0,0
bigram,slovácký expres,6,6,0,0
bigram,ř in,6,6,0,0
bigram,ř 6,6,6,0,0
bigram,sáčky do,6,6,0,0
bigram,srí lanka,6,6,0,0
bigram,sh čms,6,6,0,0
bigram,sýc rousný,6,6,0,0
bigram,5 kč,6,6,0,0
bigram,s ě,6,6,0,0
bigram,0 32,6,6,0,0
bigram,u šroubka,6,6,0,0
bigram,šk slovan,6,6,0,0
bigram,šroťák na,6,6,0,0
bigram,šujanovo náměstí,6,6,0,0
bigram,komoda š,6,6,0,0
bigram,tnž 34,6,6,0,0
bigram,výročí svatby,6,6,0,0
bigram,tů tů,6,3,0,0
bigram,už se,6,6,0,0
bigram,u ú,6,6,0,0
bigram,úsťová rychlost,6,6,0,0
bigram,ú ú,6,6,0,0
bigram,dál cesto,6,6,0,0
bigram,cesto má,6,6,0,0
bigram,věšák na,6,6,0,0
bigram,vyvýšený záhon,6,6,0,0
bigram,vtž chomutov,6,6,0,0
bigram,vymítač ďábla,6,6,0,0
bigram,paušální daně,6,6,0,0
bigram,ďábel v,6,6,0,0
bigram,xučyun ruwway,6,6,0,0
bigram,pyré z,6,6,0,0
bigram,ýokary liga,6,6,0,0
bigram,ždb drátovna,6,6,0,0
bigram,zmlazovací řez,6,6,0,0
bigram,zš 4,6,6,0,0
bigram,z ý,6,6,0,0
bigram,naběračka na,6,6,0,0
bigram,ž ž,6,5,0,0
bigram,počet hodin,6,6,0,0
bigram,0 ý,6,6,0,0
bigram,1 kč,6,6,0,0
bigram,air s,6,6,0,0
bigram,odst 1,6,6,0,0
bigram,těhotenství jaký,6,6,0,0
bigram,1 zš,6,6,0,0
bigram,2 kč,6,6,0,0
bigram,těhotenství ultrazvuk,6,6,0,0
bigram,týdenní miminko,6,6,0,0
bigram,zš kolín,6,6,0,0
bigram,3 fázový,6,6,0,0
bigram,3 kčs,6,6,0,0
bigram,3 měsíční,6,6,0,0
bigram,3 základní,6,6,0,0
bigram,5 řada,6,6,0,0
bigram,6 ý,6,6,0,0
bigram,7 října,6,6,0,0
bigram,7 týden,6,6,0,0
bigram,9 října,6,6,0,0
bigram,9 životů,6,6,0,0
